A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label
2.315868458730542,2.1776769073022053,2.257221896959055,2.3850141476413516,1.2780702622881868,1.6015494668408,3.374202058951784,2.0943904958703534,0.0,0.763275734650586,7.972516580183564
2.796179084084424,1.5651675542884762,1.4712483938253351,0.037895022240852505,1.119952690236202,2.9818173146372713,2.744951596249157,0.9081446727338061,2.0,0.6733985238007332,8.19399794634759
2.1435586258310115,0.32488493408311436,2.2967831524816007,3.4387707591645524,1.5717140512782661,1.759693076036799,3.1742304702617816,2.745461216822878,2.0,0.7750287741896644,13.37654014020632
1.5900545826550065,3.1368644841504008,0.9962784011535621,2.723758385659483,4.305694463874032,1.9277418789136276,1.424910471472633,2.0054219341060495,2.0,0.6934662067320239,10.422779264967808
3.530460718996394,2.682909835345139,0.8143405504478345,1.4078305835817249,1.6948053123293945,2.039540172375943,2.30228239715672,1.5262764927087606,2.0,0.657940687327888,12.579646257237489
1.456902685050828,3.6632260970539043,0.9791707501838458,1.6551448397703261,1.828324254185332,1.6239259270061723,2.563936978900623,4.186254425574952,2.0,0.7374957788707295,14.842510741111061
1.2145072734264386,1.1773542416757588,1.7608218527878534,3.5228259376979083,4.533104874448132,1.1364823255160192,2.545451254879275,2.2681575248995953,2.0,0.6732838051765885,11.552398650542319
2.1191125398889863,2.208876435966112,1.237940856780045,2.9945940698699887,0.91804410450811,2.9467292060128956,1.7429718184456693,4.247001938851335,2.0,0.7404500736379753,13.794457616565527
2.3110287110164847,2.568862186410533,1.817178678009957,0.8178008191546098,3.3191297141212743,0.8149283165391323,3.157326253969231,1.642793113397125,2.0,0.6066052108437229,10.230745342725378
3.660617516042315,1.1652139362907339,2.9509074684982277,3.142639099103052,2.1201610310098737,1.5797769381163551,0.7441555469090155,1.7473865228114187,2.0,0.65852835773373,9.417625611522702
2.0205520923144533,2.903244787935297,1.2214680408887109,1.2239621822697258,1.23508134848761,1.851004025548821,-0.26112367866259145,2.1990136773392823,1.0,0.7838764408196238,7.559397656123963
0.9466510791061555,2.5540277699685463,1.1281866021246623,1.563041155744924,2.355389124187572,2.324375486709051,1.6822297917793054,1.3435787293770223,0.0,0.6491074398332105,1.131880587432148
2.8866129866468024,2.483919848138295,2.4110890549759922,2.163830689640454,2.992268600893812,2.6164323070709417,1.572287004940378,2.274892617657733,2.0,0.6869577833945906,13.571424398362296
0.10954415236631165,2.9292422777269427,2.1527320421442164,0.9034818184901994,2.4469559658685154,0.44284836397381655,1.0861228597781385,0.69312674481256,2.0,0.6632965244637895,9.712464637590507
0.9389838056485391,0.2800765443305153,1.6936695367791876,2.4305570604570375,2.9309379532716835,1.8822129909059222,1.107608058044457,3.701366117992415,0.0,0.6908800169816177,9.910404153173
3.5117796507059977,2.289002023126267,3.8773717489019655,1.3940888074277726,1.1549741571249372,0.047301191503711815,1.1955399764133512,2.771373505825428,1.0,0.6258329375422629,7.911025912739354
2.8808621748890175,0.9679708949743837,1.6683901232112996,0.08027189509180155,2.4431333381097304,3.217394392743617,3.2934326142449106,1.1056092734254845,2.0,0.7216702487622806,12.492589139576525
1.7515923921193197,2.423935463954201,1.2342551807250821,1.3566154388297573,2.3506172414721513,1.5035098211563958,0.3304920284409141,1.1429271625037072,2.0,0.6551838554486281,6.164754782216734
2.103241812273039,2.4176255276746486,2.0329032974077146,2.3298160611785073,3.0439080710727646,2.1539894329244147,1.8962795828446675,1.9166729813535448,2.0,0.652572964185389,10.71318631354558
-0.19604088993179625,2.4560442840688657,1.2920706338456702,0.731867691738405,1.8640216680836017,1.109671552137398,2.5419686366051577,1.2698973150473605,2.0,0.716930113415142,8.524579201520199
3.0882539607387667,0.01614933325449086,2.450359604283544,1.3219367631083152,1.0677445676400765,1.5975937464154246,2.5365201436410794,1.365936042439162,2.0,0.6314616780062586,10.744939443084144
0.28774737107882165,2.371941324119548,1.4125244039159268,0.6796015901374775,2.8747449199873896,1.2128394271126381,1.5242795302997796,2.0869986964359843,1.0,0.7958490428607733,6.930542261706939
3.172074391669687,1.8055450345495807,0.25065569611087635,2.4501167609989114,2.9677555661387873,2.3331105440944846,1.9572292195996321,4.3381058143357265,0.0,0.6158063705633372,15.368368650239095
2.1118629992252687,2.827938319303615,1.251999755602594,3.2738402575131733,2.6817371337952154,0.8464163533783691,1.2151278848050193,2.3003179002803753,0.0,0.7246873616540129,11.103040545472671
1.7941734684007367,2.7998225182613554,2.0718884241287023,2.356336027733286,0.4163117867677575,1.7631188779502427,2.568546931979211,3.347264992073507,2.0,0.7540332759622742,9.94110906135028
3.34904319584974,2.07743400173954,2.428388426948369,2.5404059971511033,1.100691017345903,1.8003336368094154,1.1534570527365426,2.7866342123493193,2.0,0.7760936257501957,10.917530880202444
1.6822418448439704,2.5318707275595984,2.5184517394559225,0.42062144730908546,3.287040229185088,2.733173374819219,3.310813687495502,1.429411542669166,1.0,0.7106751044264322,11.053626859552674
0.6888461202696661,2.77114274073948,3.289132329485159,0.06370464759426153,1.4598591257921045,2.827333986727858,2.6680589839062128,1.2891595605520956,1.0,0.7795586293168631,8.378084473967144
1.6700641878071845,3.163647831672531,1.2138401332461364,1.5472534306488535,2.3625202638544414,1.1511183105542235,1.913777399958671,3.016114808971014,0.0,0.7643940151174672,16.494062446915063
1.3014930590158555,1.4384059657631107,0.7336300843608923,1.9562967357154764,1.3051051361649137,2.8207206718778526,0.7008352250588654,1.7116246253326164,2.0,0.7515921184189542,9.941983062136128
3.713896620275287,1.8101294675644022,3.796887277056287,3.701792626328097,3.6173176437108276,1.8855133935599628,1.276072238597509,4.659963013947416,0.0,0.7019797623566992,14.651137821850856
1.0456112695672313,0.16381803316111254,2.5048255498130967,1.5830707678222304,2.6582070532835775,3.256096886230427,1.6042255772995262,3.075039000267595,2.0,0.7549822409335885,11.1552765476153
2.59385685178154,1.7715513355647117,3.3532045289167494,2.941178100078516,1.1385227062740508,3.5508066623909214,2.2545609080588216,2.428296600787474,2.0,0.7466231303115652,12.139567182651229
2.066322610126908,1.3791473981949627,2.141152239216517,1.5774851188469112,0.6965833622581696,2.9801624817859786,0.07296905982980584,3.6728632647749304,2.0,0.6308430704530289,10.79553208934904
0.7186222439882564,1.791007707469341,0.28458596368881284,1.4059822496451961,0.7720676341326551,2.960474329065021,2.9198583550274195,2.170694902607978,2.0,0.6525574143523432,10.88376210205451
1.4696878412007575,1.6928614340419472,1.3755384907206505,4.7814709228991426,2.58642131774766,1.4632052912912548,3.389322503814939,1.1360402079085263,0.0,0.6368562514699201,-0.26462313287195016
1.2519564476169183,1.3374397120492634,1.8236513866219228,0.2095802060530334,1.3120783437721797,1.3665533185151615,1.0237619387842058,0.8048411994544029,1.0,0.6933295465708649,6.0209529745380745
2.202816223063647,3.335448867595366,3.0644672159903963,0.5362183126815585,3.08145141652403,1.6218746521567342,0.5935558821640812,3.3675759868550053,2.0,0.7630176950236698,13.232458418755593
2.118126465059741,1.3254647791866327,1.3087192033849973,3.3117458995073297,2.44419844104703,2.308373249094616,0.514956320945587,0.906540324463889,2.0,0.757639201040892,9.978577441893624
-0.31716008191078604,2.0754278084701463,3.3501474319045115,2.6050336132158702,1.426419066347389,2.6972735642000263,3.3591613130447717,3.0978642551975755,2.0,0.7530615797642497,9.76538114272971
2.4799408560743967,3.56037055804393,1.4718585556884172,3.144126569790359,3.279955022161086,3.057897675016391,3.3169303650745015,2.323484225829223,1.0,0.6616809424592369,14.14871664112554
1.620953903526159,1.8838579753241698,0.9417558566257924,1.5473705866902991,0.4596051559108649,0.8222522012872355,1.7270823403510667,3.077543247138882,2.0,0.6064692633046531,5.358728201944618
3.3279449791520843,2.6865091893607147,1.8769519215418426,2.6462314375682903,0.8276302039918975,1.218856125428235,2.4972096705755398,3.249081931095074,1.0,0.6107367296055504,12.167434614962314
-0.5870234490308128,2.1110387938232,2.7853938651978805,1.3063781377565662,1.0139617924490696,2.5513065178879515,1.7501676524201824,1.5634681269708115,0.0,0.6165301550797707,1.2470773065804392
1.906401172745533,1.2523373861935232,2.653715669834323,0.1912903616021786,0.29700515119534554,1.92063823158473,1.1762676504664595,0.8922137204912748,2.0,0.7741141909232794,9.669848598732688
2.295161157088407,1.7854570311273599,2.4447203829279283,2.974588274838647,2.146452802118477,0.5799973515495016,3.9578586332678256,2.585350993614465,2.0,0.6487542214685558,10.272767515400298
2.895658478063811,1.6666003410343673,3.182166196717189,2.335766616560925,0.0012536555864794963,2.819943732172853,-0.2968895038085515,0.7866065633232804,0.0,0.6215761728757321,2.034740090038879
2.3130708173027608,3.7015611075797827,2.8274514497693164,2.365633052758291,0.24356612824787982,1.4185160282700384,1.2385109679450113,1.260571997822003,1.0,0.7754925970201725,7.305987222918477
1.925229545387625,2.722329894466801,1.5581249992434882,0.9427663421837003,2.9260163372386927,2.6023169723378548,2.277852417791177,1.8887316542157992,2.0,0.7286004421488561,13.396434514349231
2.8972501152475574,2.9426239971720163,3.6150930618395063,2.5013181240947153,2.4234694758856072,1.3018740145915797,0.8745779186696676,1.408668453657177,2.0,0.7648068151669299,10.615636493522102
1.0054688583628524,4.04994581482077,3.0525378656994264,2.1603780545753315,1.9819119151154398,1.4374215495230773,1.2534526057241235,1.4606329539765377,1.0,0.6406826187773144,9.488189136493244
2.9751141692434055,2.408493974590458,1.1957706161328163,3.049846891396201,-0.34479167761934404,0.8893714803072674,1.912053105490438,2.6217856015243317,2.0,0.6839788592617575,10.047301985494652
2.006238131856637,2.1219793470359645,2.712713493720085,2.3042544322293934,0.3689183514139054,0.9714063967514437,0.44607500996542315,1.7324089729481984,2.0,0.7673963833907573,12.959656374223147
2.56456754223482,-0.045787222468877786,2.5970071756369,1.8224744325095972,-0.0475906518692808,3.4681636301270298,2.6459321288907707,1.0922136011712111,1.0,0.6074842442422611,7.6165302121958245
2.2200178032272926,0.8534086342466591,1.8962415213063304,1.2805829870005176,0.8219798522155346,0.9422212001320176,1.458353155105031,2.0450377317562696,1.0,0.684377812001914,7.821672780698629
1.3008970998012157,2.378420940233663,2.226132427080783,2.69989753145413,2.346435922746963,2.1839237277793053,0.588472517368148,0.8927059919563487,1.0,0.707731805919235,9.558082297190476
1.7334132235407194,2.7140411268116615,3.929299996517889,1.1347505194410739,0.9707314267391691,1.6808452550009996,2.0505989667643285,1.3717404748360538,2.0,0.7773496865697727,10.855576007976534
1.7373514486395982,1.1584950456753784,2.91553035874414,2.5122766323485,1.6396221513602334,2.9396160062456613,2.580790033784599,1.6054316543348255,1.0,0.6833384060177473,11.786631093202978
1.6886790741839972,2.7286171606882537,2.572075763033691,-0.7752675155886384,3.013197800868079,0.5268781582322795,1.40544765620554,2.2832623164686523,1.0,0.6478631291386654,8.12968787969015
2.673792243242191,1.2021021867742958,2.259136761964218,1.8299503040399088,0.895894434410996,2.8426529050703673,2.2977576733657123,3.357836802495747,0.0,0.6491449669829085,15.6022855640715
2.7858924205531017,1.4679066458917607,1.5551457404376665,2.662292360634522,2.0691158378457772,4.056519684677889,3.2178266331242886,2.6766844381918564,0.0,0.7424824809232125,6.778514419482152
-0.2971650100447012,2.0929907709368143,1.9892822161239867,2.1078721380748724,2.9934453994816543,3.208122199644451,2.6037401984807507,0.4999919742835026,2.0,0.6882401994493067,11.770382948128272
0.7729235174234532,0.07313785694381125,0.7745792509184335,1.1490093494254718,1.6225385360338,3.3529053398444573,2.044334439038738,3.08429189801307,1.0,0.7917031419797078,10.356889598046235
1.444165065322685,2.0649908010002687,3.0463554160801163,2.3138349974939922,1.900409880846157,4.18286839707611,-0.19887439408066054,1.003605067009424,1.0,0.629396250469764,8.847731048837277
2.4587139365389072,1.2766706425687007,0.9623141391503218,1.888688860647767,1.7433254905891227,3.4078921938497375,1.008077125047601,0.5142660162893113,2.0,0.6993786095468872,5.168352549536349
2.306517023910431,3.7094439591967117,0.2960745725117515,4.1708240774188114,2.8445236877996845,1.816875952385776,1.4321735707841596,3.6281028072045567,1.0,0.6231655100509167,13.440350879185285
2.4686344473545687,2.401257150292616,1.3607777865742505,2.944658479245578,2.1870890676648393,1.2107368976289719,-0.12090818428194616,1.0300840689634292,2.0,0.6756296207783558,8.513894311756728
2.153934092514962,2.8528337101748966,1.4756369106474294,1.4448646938062264,1.2536697638668513,1.112079280102459,1.6764996489058106,2.311665820261017,1.0,0.7128766581397398,9.074096820866856
2.7982084434695462,-0.22515383919338205,2.678590102092479,3.1365393675119857,2.1119515961075432,0.4597542918441482,2.4283219425817206,0.48532632883705795,2.0,0.7100780440142549,11.680428198798635
0.8562820054692906,3.0587619761691753,2.0000326779348523,2.336452653388243,0.7803335216604363,4.3583809029738605,3.6036696930007346,2.8340149752017445,2.0,0.6629764692584765,14.392420456866398
1.5112747312398338,3.399020242977763,1.86269155399506,1.183518082093077,2.7761165209194845,1.0250347042268435,1.7267497444750874,2.334248480752825,2.0,0.6177974499658015,14.45186052373093
1.1792184084308455,1.3136504717565205,2.0573417444622515,0.30639011648668246,2.3763714461954306,1.8581589295971457,0.9891740884152349,1.6161803012410338,0.0,0.6500382247624689,2.266621624107657
1.6013186739771967,4.236235908909818,3.3721545993599262,2.5561406994790046,2.007116929305864,2.7809344692425477,2.189033609482044,2.665683673058741,1.0,0.6482549219242828,11.773252279306172
2.4197188497148305,4.643239919319093,2.929939659146254,1.6470460458720846,0.7791579585358444,1.217147254804856,1.196960348316673,1.6052132578842642,0.0,0.7372892739526182,10.172030086175585
1.5259990433366903,1.0887563436177201,2.2980470786018983,2.1988038992066095,0.6255576276118682,0.5907682809339618,0.8723022804293907,3.5739096227065685,1.0,0.7851140122439088,10.845641792113097
1.6190653943407078,2.1509470690186876,1.9754252451155097,2.594031024236135,1.9864990818616286,1.1532682129162213,1.6773130061234482,2.1977561645613566,0.0,0.684128634740875,8.871590229354469
2.9863774223967683,1.940446095250793,1.254680380736394,3.700249448501239,2.032368331478389,2.5648221174503174,0.27639846668878687,1.7867780552797112,2.0,0.7531291139208295,9.963529877367698
3.1456676604492015,1.120665352247836,2.7617167149623394,0.36443047683217045,1.4498927713767362,1.6976678952597843,2.990594267734689,0.47075622059468714,2.0,0.7521070389499104,6.080097462145026
1.7595657901613033,1.5928504794873504,2.177576505715859,0.8136394958764068,1.1165450914519783,3.6002581636738253,3.171985043028784,0.9974633998525146,2.0,0.77583457578605,10.776946396347357
2.5964829973446433,1.5988958651186442,1.3421529350676158,2.389101587093427,3.8508033019379475,0.575114558693063,2.279740600343214,1.1880002086111814,2.0,0.6218095200177755,11.67548258850052
4.542422760452976,2.3373872780779967,2.417009878310399,2.4902820649044664,1.588810624522383,2.179733373124782,3.764987912925439,2.5218512785379104,1.0,0.6955812986502304,12.66382917762309
1.6265973189445684,2.4883543000849815,2.144285213475275,3.3027849446784474,2.1263986467930938,1.70872433683333,0.6217716242255595,1.965278407269296,1.0,0.7239977198014622,8.456257145940661
0.8041192482311552,2.625016489468118,3.55222423990985,1.2889955996555353,1.7116806367494164,1.592923411277348,2.0386698714130356,2.9702293054925133,1.0,0.7464172635110866,11.092163230216766
2.772492394466144,1.369952576917678,3.7248726724196013,3.321432819372912,2.237178338843311,1.2435960032125997,1.7301377735865149,1.2618783127691307,1.0,0.7876414150376276,11.140439352619637
3.266407556636042,2.0081314362916545,2.672151290067208,2.0788894128237416,1.3557987856543396,1.5779559697843277,2.3962377494717653,0.19617177638208894,1.0,0.7172928295810531,7.579142715529418
2.142694985122937,2.6791225939571173,1.7292124574525198,2.8479323780102233,2.5503987269629262,0.8471388185787176,1.6667317134543005,1.944881397785898,0.0,0.6983005358458382,7.285688609571562
2.85334808774153,3.087250779141036,2.0497634494291215,3.068046923300061,2.311017019626618,4.522804205013253,2.863331498932166,1.2943650734749794,0.0,0.7190859558868896,7.030643666873438
3.8238658983420386,1.8142079330083987,0.642850697754433,4.434571800404253,2.2645588367501284,1.8220548868501893,1.8247643671406837,1.2960236257435214,2.0,0.6990599588700837,10.894766805258858
-0.30735288312711617,1.0011085188990387,2.8257817585092173,2.2202583179349213,1.475911979321543,1.3239696946595245,1.5537015279205029,0.8294399949436424,0.0,0.6282873166674157,9.519425372176622
2.4413688928680672,1.5496823130366164,-0.36986726621041166,1.1350086556487473,1.6351094911862987,0.7169623044706461,1.6518177924850668,0.18940033599399797,2.0,0.7669721771733455,8.21952574919844
1.7453068790310813,2.7162428397633844,3.5963218988950825,1.1928539917877001,1.7273730969423577,2.7528602677828617,0.6849453464779638,3.7176386325658783,2.0,0.7440856504202061,8.082125610111216
2.7098793783909247,2.2550713667769458,0.7802077526947977,0.42322729509257107,1.1889367152450694,4.122605238260577,0.9094074333303364,1.035733307437389,1.0,0.6429591541230856,8.702895088866564
1.7667483057862268,1.2666731955133903,1.7429309768991101,0.1708350095747615,3.3522374684284157,2.0469505204840157,0.3387783968454494,3.8556870429186785,1.0,0.7730165005222328,11.282684387495168
3.05410424990845,2.288942585252509,1.768886715624822,2.110941674259004,0.9181698569138848,-0.07397464275956711,2.723122072571196,3.118325070693847,2.0,0.6855089316384885,10.904033389754382
1.0592030443795863,-1.032718568587911,2.830200418542001,3.8857681013178027,-0.4087520857835454,2.1778059988012552,0.894684999746183,1.940577614857051,2.0,0.7463343924520583,13.304221596427439
0.8035361984939076,2.9259264804737195,1.9860910576583561,0.11309999901378687,1.028928574793234,4.046120650262635,2.068819678130637,0.9735208039614767,0.0,0.6172833897430642,0.3266894311270212
