A,B,C,D,E,F,G,H,P_A_most_likely,Label,P_A_noise
0.8933722342529985,0.2861207273544829,0.6388794436270728,0.3960941137485805,0.5740760413280803,0.036758861481059,0.9214288412521324,0.46158241799334077,1.0,2.796538700043246,0.45049927576468257
0.8380957785747907,0.02210861075812609,0.6952894283043415,0.36047956639694756,0.4864772328147695,0.2158512376793137,0.36992970453076923,0.22295337669153847,1.0,2.1375465209277213,0.5794799783765495
0.8700440816242395,0.24040817886711696,0.9956306463516416,0.94730840093624,0.21669385637690153,0.5212641536425974,0.35954491887414775,0.7270432158609279,1.0,3.045729907763719,0.4186294754383135
0.8332829280133982,0.31956765772684503,0.9384309561157604,0.9987703800562961,0.7435944999474557,0.10515790778290612,0.8936368422799603,0.86824751266583,1.0,4.424543599010066,0.5569277153920232
0.7707520069713145,0.22357158737831795,0.6365861951417261,0.03165388373375999,0.6240431280758569,0.095328210733159,0.5136963321581014,0.7119103435508783,1.0,4.397384808657213,0.45788725657686835
0.9482575576753209,0.8256607154314716,0.7849937554278277,0.6137708173249973,0.2506506937058314,0.2773852501112608,0.49508496910220545,0.4727170112554374,6.0,4.755918707915949,0.5184486104260972
0.5572671134489822,0.8589738991041574,0.8088263286244436,0.0990059963148815,0.06772021361857405,0.8329383652150297,0.24712730405865457,0.17659924459868293,1.0,1.4897023124854316,0.5860139161533003
0.6101556577480841,0.8767756246399634,0.06896145064407588,0.5709559745792925,0.4174928276499573,0.6847101574526905,0.2871121898376352,0.8476691933962729,1.0,3.5496310171258987,0.5498918273259941
0.1295010981464927,0.12644342598895053,0.07805026838928264,0.6369429360210435,0.8617860169721534,0.07220073797646853,0.6354432261664752,0.5584398972892167,1.0,0.9596788518496068,0.4867519587391158
0.005442632083595078,0.648150884285232,0.22120163870886445,0.8732268651446182,0.13581162300462613,0.0554998260737265,0.05045259386483103,0.5596490163998118,1.0,2.123608561816928,0.4230567143136925
0.14531884763400338,0.6773175095186263,0.5022037390242726,0.16718989109274085,0.43681747040714103,0.623424640354711,0.6109856961865455,0.20782423349822376,1.0,1.8314577775627414,0.42685804648586656
0.2258473077645622,0.7138236113936474,0.387581393282052,0.3087988618873897,0.6784612954676603,0.042541034742122674,0.7378597321888377,0.37821750392303366,9.0,6.347655596151996,0.5660819486475598
0.23954968843532454,0.5187790627786785,0.34873678468973035,0.31053940919149436,0.8337168684814323,0.8557361845102381,0.08364846691647054,0.24999190893207357,1.0,2.7864107388614796,0.593234859174707
0.05423763896076028,0.319182999098651,0.025202847634830272,0.4377453272685512,0.8518223344947832,0.05046476467825323,0.4764924841914847,0.7357165347888117,1.0,2.787129894899285,0.5860341389405987
0.19027782591173603,0.2785121217004758,0.04869489111335534,0.6272238725762705,0.4055680305315237,0.7332132400507638,0.5122561737008802,0.7461277209822936,1.0,4.124331154892646,0.4053759055744248
0.23544661612893025,0.11298622791249557,0.713861039607618,0.46994419439607227,0.2400041824601501,0.4900597994653054,0.6096158518668872,0.5421717408186051,1.0,2.037597168573123,0.41111098942084784
0.5405754770534256,0.43325828309256487,0.7231515311761678,0.33717496877878717,0.99991260936611,0.5276156125752914,0.7198723879152581,0.03363208073189561,1.0,1.5204123652155144,0.5833154572895985
0.5864487102252774,0.24339272237518017,0.9691341090805705,0.5182365111391345,0.9936526222469789,0.11977445233437911,0.03862297011945337,0.22999927700035228,6.0,5.571350401466296,0.46519189691804674
0.04311780871466819,0.1329677906996778,0.8401315550993774,0.8808655903113543,0.5541141477405356,0.01810940768687941,0.5214903075416574,0.8197303771519701,4.0,4.663660627866323,0.46173226014035323
0.5153043193283832,0.5159354354338298,0.8216422916140532,0.3793920810471627,0.01901493391105291,0.4248249257499582,0.0129589639124158,0.3303122629997626,8.0,4.387071022677961,0.45947661504103493
0.3875888475200008,0.2428683068020414,0.2009245938632871,0.17091158845920063,0.04292609625823818,0.26291206359249975,0.7765182238641816,0.687003938877114,5.0,3.6897641200769318,0.4585593295257195
0.9533940649092323,0.24760372725015523,0.7212931707805705,0.5794649768716179,0.0683814304092848,0.7791130805731903,0.09772651486487505,0.42975598632198964,1.0,4.015128681153016,0.5568410128424077
0.2892909486041042,0.38750325560974697,0.1249962354986126,0.23225832023625959,0.8677528798357218,0.3363484320549688,0.5774159315962458,0.2557988614925496,1.0,0.5585437264283941,0.5062937774288063
0.6663938424508079,0.8118883815732928,0.5756749662990601,0.3981322378506602,0.7482095634235697,0.33486448826741333,0.3825961752170648,0.14858129772535256,9.0,7.198497226663683,0.430520550517654
0.06359959427993012,0.3374451034294117,0.9480054573811005,0.050089535996214796,0.645318163752091,0.5568194412113877,0.9261169695978231,0.1346530997752321,4.0,1.6395474384368638,0.44919256452255824
0.9939136092304955,0.6709099380459205,0.4456121708648376,0.5812244899148995,0.46192102182770944,0.14546178775772922,0.8271060407427767,0.5900950291399863,6.0,3.3814593628156855,0.40498274327600814
0.05323921405698362,0.9823936017511814,0.41706115778662634,0.16774564291218408,0.7166593017634397,0.5297943716477767,0.030992103701430573,0.8904337956278525,1.0,3.247366757625557,0.42974995211525546
0.553297644979475,0.888619353664501,0.18515385096978165,0.9224394839848711,0.33981160995951976,0.827957506545481,0.19629399941740544,0.3232272899744387,6.0,3.9976209609406834,0.5781518470946299
0.1039915986231209,0.36340545727803064,0.9214009874422967,0.7512241862075884,0.8255420607919801,0.10955197909343983,0.6412168203196347,0.6836397239380029,1.0,2.1624194934064733,0.5360611160267538
0.546466490951169,0.25442935452262894,0.6040038555482394,0.41632384992746785,0.356129318819174,0.5577609464015075,0.49061421996900034,0.758146016124809,9.0,5.146807462849924,0.4278955579164361
0.9941724231354855,0.7356601490877452,0.462958654705268,0.17363246525252274,0.1387902396809354,0.48474216277483895,0.917355152513679,0.5948987736355352,2.0,2.579135828453153,0.5523618591236159
0.27892184514372464,0.3202211829384599,0.140422417701914,0.14974025617833298,0.18938780714136316,0.18861829545199815,0.46592962762543855,0.4301469156130139,1.0,1.8897880414644384,0.44259320828968657
0.79981232404224,0.06709279306591243,0.9943976403585414,0.8210455041719863,0.6660062907293378,0.7471932052160559,0.568425472374757,0.49396737935903323,1.0,2.3785489167821696,0.42610848109930605
0.5578013726834777,0.9800111629230438,0.08220104997369182,0.2608198374045546,0.7164914222629308,0.8107390746537452,0.7393657317479868,0.6845358334716871,1.0,2.4123127373482025,0.5230729268055655
0.0969374547123395,0.21744314035370682,0.42603700395151467,0.8554687569473357,0.3253782033779872,0.7025891299057041,0.3812547650437844,0.8021828946846268,4.0,3.284975579811282,0.5327237501167309
0.1471728912708683,0.485937402280441,0.37968645637572396,0.5205624915047382,0.066067296391494,0.8681734440846106,0.9271310861952844,0.6606287245741594,1.0,2.3211229486609204,0.4381103362207317
0.2483642869101177,0.2421821561441413,0.5330106759715718,0.9442394774317602,0.07075086295242317,0.4836104051758734,0.33949086261748174,0.09771138219834574,6.0,2.665936085524914,0.4264156063897045
0.37922932956759703,0.5270296249817672,0.29992523915279135,0.30186572692935787,0.5834258878147797,0.27112291969754365,0.6876893184459292,0.6124515920027973,1.0,1.9873098208872226,0.44711829768958544
0.7299886071264159,0.008541675435079776,0.7377307486773299,0.39596773024988796,0.10866867260607527,0.9879380513279077,0.8921391048242758,0.8016679199539224,2.0,1.9081307002015575,0.49287860296009994
0.3156726685676291,0.8907452397530852,0.6498047256781799,0.3449324206396427,0.5330017217171495,0.39938848465099097,0.8933965993532901,0.1705612771729974,2.0,4.6307490881600595,0.47091971250557635
0.8932978939934088,0.6177975497037026,0.43969072984273194,0.8709415520077407,0.8624890930169331,0.5881321023927739,0.6750547042788442,0.817270813133705,8.0,6.04497912350393,0.4709881843801814
0.16298638807586252,0.19762028302883827,0.31939496585364835,0.1873658773335436,0.9634716805489916,0.00951044847363769,0.07124173488856012,0.31603029294225415,1.0,0.9492411025500792,0.41944049828790764
0.3273103918319502,0.09217489742064533,0.23609815165175296,0.29763379036036985,0.7311578533938412,0.08797314804218037,0.20575048419622677,0.5711179761855879,1.0,1.1864460193253659,0.5550970646670277
0.6161790731801908,0.7822252845770963,0.10326120555449281,0.5303178267144976,0.07116588255630141,0.6244925314735457,0.15803133167225347,0.3548540543696411,1.0,2.274456221346699,0.5060409559948038
0.6341614624015676,0.11166278402422491,0.04225173683288708,0.3444904629456247,0.46958978449142486,0.5718573192741566,0.35532747587131985,0.4010821134093022,1.0,1.11315533697378,0.5276256316393377
0.8329881144902149,0.840734162320081,0.24775783908194993,0.5991838082480538,0.6850949977813887,0.1272737294583679,0.1722512152078154,0.2502084799568449,1.0,3.3281679625713476,0.5290358103826074
0.9584364188526954,0.4538313071396243,0.7578574662366532,0.10958605974574298,0.6894793049849569,0.1288866686280571,0.7995689203505588,0.1677931615416235,1.0,1.7182398702964912,0.48466034009102266
0.6748355566386216,0.44537854527348597,0.30274912660363074,0.27199927766292786,0.29518411991008797,0.9101206709247838,0.18051201565865027,0.9682138754073494,6.0,5.5986678551701665,0.5714911323770115
0.6226365796255674,0.6138843017258732,0.4659290346624466,0.6162549769157307,0.3204285673131342,0.9815833287637709,0.6263022242088876,0.6900393354676345,6.0,4.831113603378087,0.4046899404576817
0.2996360018616765,0.9603382319416832,0.15743798825779787,0.24280690363619428,0.5873833107248341,0.5475350022345206,0.29936095482526426,0.4722766911505015,1.0,4.085181302154104,0.56272830493534
0.3299880316007039,0.08306173200006428,0.3994730792778699,0.7294491643392083,0.8841922649979014,0.6121311740277848,0.03568743680574393,0.02039410258770602,6.0,3.7565907094667543,0.4252016209604371
0.32764887358197703,0.8468156925621747,0.6447267450619386,0.5023149379586379,0.28909680309518104,0.5081750325364356,0.93751450542046,0.4498146147927128,1.0,3.6449113993699416,0.4792100768786703
0.6215850666105004,0.5305997571091875,0.9422830604991728,0.12159857233041194,0.6086730692304665,0.6247399910478874,0.8045245922515171,0.6722371523631961,1.0,3.118949175673493,0.4869345487262782
0.46439286114943723,0.5987594954675355,0.024736942523649885,0.46041600303211994,0.4930229645367967,0.7143016357039854,0.24352628379592722,0.5303122277014118,1.0,1.4855762534810868,0.43252066482922763
0.24732136104945668,0.45108851695359087,0.8389071732474995,0.8354959287206178,0.9605914035701504,0.8427521291830912,0.5097731594398905,0.0919341586912199,3.0,3.078283838363616,0.49248033418491116
0.15556672956196294,0.3882445507749792,0.5106506341942838,0.5429962493846875,0.13461364689067945,0.7641648081877558,0.8899393740015695,0.21582321678758076,1.0,2.0006304336242797,0.5730069036509258
0.8956361876412637,0.7551346148903745,0.3989946689378724,0.25183036561161354,0.48586963332846445,0.5050247727237835,0.2727800902403775,0.8930752063202984,5.0,5.714766550223459,0.4688187497412037
0.3016417023264437,0.9284517484008131,0.6444135581445878,0.05474532476214666,0.8972698904740034,0.10976652136921938,0.5269796645261692,0.8645677159145985,8.0,4.0341275239696515,0.4785179939297247
0.8715264377348229,0.15856916860636794,0.8540078525503589,0.9390508086459116,0.09911527688028232,0.2534989636387892,0.6759659252181824,0.0784615170616012,1.0,3.729510199819021,0.47085918039493196
0.014325804702088218,0.8495360220040507,0.4545538291997425,0.5411615687884984,0.9002537655462612,0.08158244772887979,0.12876081200723455,0.5604605677920027,1.0,1.8691353604544187,0.400837199199478
0.6025750911986758,0.05957112288649746,0.7711575159019788,0.941578113621814,0.965610766541844,0.6154977691219279,0.5170000390650858,0.5627294149552647,1.0,3.295641035329824,0.40973934035731385
0.28447120341233734,0.9441625585708734,0.30076576621844575,0.7489627353466417,0.7510836083643319,0.07988956376376233,0.1196016405854674,0.889020924591134,1.0,3.0457456407998555,0.47117048441025855
0.6515679228628326,0.2108660910522474,0.05778599073002533,0.8458145128974413,0.7291311689841747,0.5159405302955214,0.9819116549222342,0.9242849459821263,1.0,3.0592585696234074,0.47464400409232643
0.9979477988311812,0.7070755904459508,0.30223100768415434,0.8699515916859413,0.7627924583863294,0.20952706441343205,0.19786718617612786,0.6472189012751268,1.0,3.9591258882769833,0.41553723074736393
0.6985408059392132,0.1952241102341783,0.9173564293777597,0.43727581387027625,0.7726056827228386,0.04038894913039437,0.018261671077730246,0.6693805486231269,8.0,2.7894440220710495,0.5286624982574455
0.15288727923482193,0.25429343815789707,0.31817197097353633,0.9959330522574934,0.977881738078137,0.9677980559023706,0.1774618874121211,0.9556596256218267,3.0,3.1135715685624783,0.5177135796667689
0.5181844485029469,0.14273943446149306,0.28135819956371855,0.640841612669781,0.16671557571861084,0.6377916097307903,0.23748012707376842,0.21756395076166868,1.0,0.37157520726949733,0.5229075229969723
0.4945054809056115,0.07596487878828051,0.7010138529702039,0.7140313073314319,0.6395812202727919,0.14804122925360141,0.683240680144664,0.6539624313740109,7.0,4.054509970911563,0.4803908579935469
0.4914933032302592,0.22022212989739132,0.21386465248498832,0.3277800239775117,0.9523738314329314,0.9032319752411365,0.13900145381174,0.2130110351493434,2.0,2.811029140145517,0.43601148464553957
0.8217334626371198,0.5784733676398728,0.05415021723573554,0.9351966614359927,0.3421516126152301,0.3870819285652266,0.9609914673813602,0.911603681440283,1.0,1.771085426350711,0.4783051729414564
0.9641770775206722,0.9236906997148806,0.18273506880854284,0.3425973289526637,0.016522177348269995,0.27670733150420035,0.2639976346052074,0.08514661456208628,7.0,2.015583968142723,0.415498545462997
0.36258544540269877,0.18008064936036916,0.9363311722458452,0.37008306907810784,0.06707473130506758,0.32594616999271986,0.1387081064287743,0.09385908069653393,6.0,4.198264219639739,0.5990931371792636
0.02924118711034196,0.824762493865627,0.08222108426449948,0.217049409994433,0.16862050972356524,0.9251538823403226,0.2552162790192948,0.5794343816861994,1.0,1.1874559743877096,0.5688918887986989
0.0641390702395025,0.15432687985346227,0.8287657752682751,0.24969916064381759,0.24214372418911823,0.663488365983588,0.5480293660253209,0.7969994635616298,1.0,1.1713658974939571,0.48862812388749866
0.6966242884808495,0.16171131546179063,0.6873866333575122,0.05695046949174243,0.5459000682725426,0.9309437994317286,0.4221948667213946,0.24106256759872347,5.0,2.3096868053717885,0.5574356771187882
0.951857369133299,0.7247008916801646,0.39641701393477957,0.6581784750605625,0.9156235872735453,0.6279064105045363,0.023382171629071746,0.832092204200042,5.0,4.9669518891227185,0.47296220253441434
0.301552700577135,0.13443038793452455,0.5500459724767696,0.5979484240136751,0.38321664126993016,0.026836768154753443,0.7276283172518534,0.28029288374287287,1.0,3.003922131168393,0.5025210951282907
0.9685734502825776,0.23274370837270097,0.6279888782704101,0.1844051311131284,0.8302174591426056,0.8360442329550882,0.5479172938077849,0.8708506094000563,2.0,4.625017838357561,0.5679958486785036
0.4496226668216984,0.17520947613664306,0.41542711967244783,0.4155649244887444,0.7937874618852628,0.8188298967445774,0.14062302523294234,0.8875220465146665,1.0,1.9258210249567533,0.46941370522512676
0.8744664090089475,0.09342602506005138,0.19899544243353062,0.89625286699929,0.052143555415282705,0.13008667977692356,0.8539076277165938,0.49027482542534706,8.0,5.126665775631361,0.48283775339236545
0.20918592961978855,0.631302647772202,0.870843520889798,0.5143198333221966,0.39930556223992264,0.8541937365311973,0.8751039002640686,0.9470008517279545,2.0,3.671349617158661,0.564454287844515
0.5848114559376782,0.5202944168168508,0.10668729192810089,0.714254326573338,0.6579536272125747,0.6979190048433815,0.03136886725747956,0.8637411833142576,1.0,2.606410195753433,0.5026180723346291
0.009428527372942197,0.6050572239600592,0.9880831924017166,0.3500582437228169,0.24765139602201314,0.3776255475218959,0.31291209076215776,0.018003548485462484,1.0,0.8216926023754549,0.40439092994928566
0.06626543344517788,0.6988320760470552,0.6372652062133672,0.08055586051456876,0.5019603025309576,0.33805746257019154,0.06398827481137837,0.8671937621718421,4.0,3.042019859242762,0.554953775576511
0.40392800270710827,0.822674480194074,0.8205008129742722,0.6117843921286029,0.18721676900238515,0.19710046243355106,0.06408880359410851,0.8487640111079474,1.0,4.551467662836332,0.5041024676169276
0.5930948695284043,0.10417507060741571,0.41684337293708984,0.7192647767449286,0.8223698715498746,0.7122017417799776,0.7777221247204197,0.9778379645145391,1.0,4.434255581578096,0.44888168364289194
0.7402832292328688,0.08125069157599085,0.6556469275209312,0.44446056763624087,0.3341271837591899,0.06740513757877542,0.9265489284435388,0.24510509596517605,1.0,1.034520254581198,0.48627531132123764
0.5548851716828449,0.10497844068351814,0.2636489860359712,0.8847251850368721,0.4473777913114554,0.6075136878975047,0.3869893846633058,0.3326926162860766,1.0,0.32669316497271006,0.5409936107317723
0.6777847543775973,0.5039025135651463,0.4686367658450359,0.4527535620351626,0.8315133725071898,0.27840454713267593,0.4834346507018459,0.3375127427247746,1.0,2.401883487255906,0.5262864598468228
0.32607941422132225,0.31301122012548765,0.5417607292387587,0.4142181476741331,0.5897221203093337,0.33288173980568625,0.1197330634117475,0.4040553863662488,1.0,2.227703327925457,0.4223684048546549
0.8388046583558063,0.059052708854665514,0.6277861677534945,0.45028323103525536,0.6892628233257598,0.720230904253486,0.03979801196014854,0.44627878751219685,2.0,3.1179750026810735,0.5296086196925308
0.8216326006922509,0.9831651270341122,0.707999402454396,0.700294874575629,0.8770970357555264,0.9738452355842357,0.46020760461455146,0.654545334328579,1.0,1.8752143576150981,0.4533326472292944
0.26808862214973284,0.38784324012751126,0.31504713068463797,0.7972946403576086,0.9739514821572156,0.13985349883323284,0.6262494021964092,0.005826440110262898,1.0,0.5780620077429388,0.4205405685135878
0.203618112838015,0.4787138607303957,0.20011729191795213,0.5081071163541806,0.895573662051196,0.9815023748517911,0.7759411991880651,0.6249219606075141,1.0,2.151453499324652,0.41265154652000496
0.444110486317709,0.9482501990568941,0.9059260452667749,0.4796339419738507,0.10688355456143095,0.9660002872325268,0.4695169071424995,0.5852788165366266,1.0,2.2606521788337175,0.505349601010951
0.6784316761510406,0.00703713029626718,0.1817643598161498,0.404558978521553,0.2907190060297423,0.9436489053605625,0.80930353045341,0.565836313199256,6.0,4.126035862770572,0.4210496443106842
0.4604089186674698,0.8896213633369225,0.789064031201234,0.15203534678824693,0.974853473425373,0.5597635811588805,0.2089847641935637,0.41442631326834334,7.0,4.3600892633783275,0.5201422754403936
0.7038940501347877,0.17150560162769468,0.20493448577944628,0.6326642148749131,0.8795026814577609,0.6053375674607929,0.004690829458937729,0.888813063283537,4.0,2.629306469783077,0.5462670612550189
0.12705423292644835,0.3527499802159807,0.9584335023679204,0.2355902415289216,0.4877783483559429,0.9072749276136817,0.5846561846978472,0.14759345005428637,1.0,2.026758272099168,0.5803327102337136
0.5085417367046533,0.8840183726088019,0.06048701216570185,0.6997651254077439,0.15209193439477586,0.792871381881242,0.7029984011212863,0.9289783998273642,1.0,1.884033581189414,0.5219398395576593
0.27347772140496407,0.5060772973749705,0.5684288800412974,0.15570887640210374,0.6580063331426345,0.945018140134289,0.26658707174679275,0.857676238652982,1.0,2.2277789029028883,0.5273922892747797
0.6082017573778993,0.9466614531875361,0.4885533864645063,0.05285034557981205,0.350899028095219,0.7891894973034339,0.9709690109792198,0.0641506238390196,9.0,5.262395162979926,0.47684428016849467
0.7890078707542032,0.18202247905257096,0.2792843123650883,0.2387192900862164,0.19901755343484318,0.3634867122695329,0.8308111442690074,0.9478995923940468,1.0,2.9723271720659605,0.5789785465677938
0.2856448532858603,0.5518907673538374,0.3984606286923372,0.7025474277123971,0.9594859725399058,0.6527823630536908,0.05952633555202802,0.8352639726248834,1.0,3.8495645163757573,0.47875430226433185
0.625133487529172,0.9325219200423495,0.24241695744390857,0.3781927549753433,0.6786135971341072,0.5135131116413768,0.1636288364048818,0.1871310353628347,1.0,2.2838734057194885,0.45069749396033554
0.13086898478062503,0.4770075447481369,0.013606159428134035,0.4898896776278243,0.0015921553903158747,0.1457914078763516,0.373488993382711,0.915961712948822,4.0,1.7515734524610533,0.5404250632939741
0.6987822063554245,0.5236735433207222,0.6072781352409159,0.5165389188904517,0.35787037265387067,0.4269830650494125,0.05259690774957748,0.15205458028044572,1.0,4.021847462864562,0.4703462827900807
0.3672287768073096,0.24967524324037227,0.7972589864907914,0.8409175497744099,0.16290820049057286,0.537513741998749,0.3570522998136292,0.29060922832297376,1.0,0.20134261939528675,0.483583648782485
0.5027719306360718,0.7694508034051531,0.4861935625317142,0.05247556200601311,0.6679272456640298,0.9988627280864952,0.3601089640116999,0.7378861913666342,4.0,4.729810767139664,0.4244058378240566
0.7029529291111104,0.003331138635148001,0.019948634505229546,0.9039552983143777,0.8839419439150636,0.9286520775948033,0.5665590012567883,0.6556788571909715,9.0,6.695286311439792,0.5361430297124824
0.8611661017850437,0.677129496678883,0.5000106550748885,0.8813103030184369,0.35136024765713714,0.7455767383905163,0.41430455233839547,0.8890590814530702,1.0,1.6555414942146613,0.41378029639452096
0.15079205705649412,0.9489850265384553,0.41220048693685285,0.09230408553023772,0.4335919647714207,0.47319292179962447,0.9527210055034137,0.24978979588486605,1.0,2.0566700298250153,0.48895533204440794
0.2476917149982295,0.772397207481711,0.017926347463191106,0.7358365548144009,0.7304295738362999,0.31284441666562246,0.8650787783281525,0.798818114309262,1.0,2.1779679038512096,0.5568578858659841
0.23664781077886266,0.03282186920304864,0.018968325462455415,0.7911824855530553,0.6556891769203039,0.5648653980252454,0.7839979264973621,0.8038663367149118,1.0,0.8602022548509871,0.5216308772241951
0.015184182525556755,0.39108484450793835,0.014558539889739652,0.8076860817960195,0.5401001736931903,0.01979730984728556,0.9153890885843589,0.569125393971278,9.0,2.7728773422668542,0.5375587108544366
0.577709892848952,0.2951712772902093,0.4872574690875199,0.6818501897398612,0.2903040203931878,0.4560993628094929,0.29559508613744645,0.56786461543171,8.0,3.1078148505722747,0.5727396535274318
0.6425241381902206,0.16235832856623256,0.8256718600979688,0.292580563527585,0.8625554637758791,0.9105185233900807,0.43644568123031746,0.8706473373866627,1.0,2.1330659731252597,0.5081437094865907
0.3082075346807207,0.0781960806787576,0.19494986951445492,0.0012212726209192004,0.9826617722619123,0.6537736385929787,0.47354983857322874,0.8036385459783357,4.0,4.509071598211522,0.41513183759647476
0.7812519300570133,0.9049156036485638,0.8754585536174235,0.2907681436128423,0.6549544590660273,0.30170727498940964,0.5249418582070252,0.9169007345948507,9.0,4.799807325297653,0.5846407169654697
0.19311076107346747,0.037445976227594824,0.3460593944205572,0.4892224471411739,0.9664229678573184,0.5509883142386485,0.10187507130607809,0.5030377620789089,2.0,2.2259471487664633,0.4369562500117769
0.40327300363557395,0.78591771375627,0.28665680444962416,0.6768913631075605,0.9758798791882295,0.1332621890382325,0.3054291336534921,0.36372344641406507,1.0,3.1728398077432227,0.4412807390486379
0.8085860727819442,0.7664128282694856,0.889966132883642,0.7317172578009804,0.5639414436608419,0.7483013158009226,0.9762638816431781,0.7985056694653874,1.0,3.4103361233392313,0.41840495361499247
0.13504657154807764,0.6209641813150476,0.5529870773018477,0.7758870038872976,0.33501045163319076,0.68896756017498,0.2550622610234228,0.1677337011095752,1.0,0.9700331748182549,0.5198729952482046
0.19349258734668284,0.5808286385889679,0.7543847476785276,0.7721817557209576,0.966587585707266,0.5206918385620574,0.003407280491732223,0.9773315682321156,3.0,4.856893735907397,0.45575394350815207
0.10586938257684819,0.8488157808764353,0.3589779053511958,0.2972093653280803,0.06512694661768348,0.17044203816438197,0.24824629049054614,0.5122972360111987,4.0,2.543213663257003,0.5586897817623593
0.7505782840679172,0.0241385973596161,0.11162847643325424,0.24424928427861148,0.19043722349753622,0.5399579080500461,0.39258694835739616,0.6585278091582293,1.0,3.3920509008813724,0.4843636983280442
0.6475029169125041,0.5884908384325833,0.8123734790427686,0.7750963902379653,0.014673222430038102,0.07982336968968218,0.08840431106295144,0.3927755288361089,6.0,2.1376883404756035,0.5839632905062234
0.6732991213259568,0.8269559680029374,0.37424591553393727,0.9140348935382282,0.01768474728976044,0.3613148073628296,0.9553953441442299,0.08992226911923862,1.0,3.35661425787075,0.4111408090618526
0.5604465769673421,0.669305329510353,0.47576733421470496,0.2068244569373846,0.7603409729866577,0.6238593417808384,0.9933596227514009,0.7706897387028407,1.0,3.3033723402333233,0.5727453078891971
0.16353566525109953,0.6643677593621424,0.7769703123823276,0.8650340647554103,0.4249478170428741,0.14497241866879207,0.04665049731897464,0.06849843520446108,1.0,3.1074364144763518,0.4644176296872377
0.8550653552217199,0.6012678378329631,0.15951825505121742,0.31601915900050603,0.14666228570469386,0.6724664019970962,0.0327356078533082,0.7338395537623076,1.0,3.04425826734535,0.4383374063507101
0.39981799445162813,0.7818723134032896,0.4712070610879482,0.45723334664201243,0.16741240729771145,0.6206066962873865,0.3077536522838309,0.4141184151206244,4.0,2.859004542771877,0.4624459537717249
0.5278591217867606,0.22205284762756472,0.04359696395513113,0.37064109056537886,0.40908866325000237,0.48589108992278407,0.5862570435675328,0.560582703375452,1.0,1.6148831316090047,0.4862832145366668
